Id,ActivityHour,StepTotal,ActivityLevel,Date,Hour
1503960366,4/16/2016 8:00:00 PM,385,High,4/16/2016,8:00:00 PM
1503960366,4/16/2016 9:00:00 PM,463,High,4/16/2016,9:00:00 PM
1503960366,4/16/2016 10:00:00 PM,42,High,4/16/2016,10:00:00 PM
1503960366,4/16/2016 11:00:00 PM,92,High,4/16/2016,11:00:00 PM
1503960366,4/17/2016 12:00:00 AM,0,High,4/17/2016,12:00:00 AM
1503960366,4/17/2016 1:00:00 AM,0,High,4/17/2016,1:00:00 AM
1503960366,4/17/2016 2:00:00 AM,0,High,4/17/2016,2:00:00 AM
1503960366,4/17/2016 3:00:00 AM,8,High,4/17/2016,3:00:00 AM
1503960366,4/17/2016 4:00:00 AM,0,High,4/17/2016,4:00:00 AM
1503960366,4/17/2016 5:00:00 AM,0,High,4/17/2016,5:00:00 AM
1503960366,4/17/2016 6:00:00 AM,0,High,4/17/2016,6:00:00 AM
1503960366,4/17/2016 7:00:00 AM,0,High,4/17/2016,7:00:00 AM
1503960366,4/17/2016 8:00:00 AM,0,High,4/17/2016,8:00:00 AM
1503960366,4/17/2016 9:00:00 AM,0,High,4/17/2016,9:00:00 AM
1503960366,4/17/2016 10:00:00 AM,0,High,4/17/2016,10:00:00 AM
1503960366,4/17/2016 11:00:00 AM,84,High,4/17/2016,11:00:00 AM
1503960366,4/17/2016 12:00:00 PM,260,High,4/17/2016,12:00:00 PM
1503960366,4/17/2016 1:00:00 PM,402,High,4/17/2016,1:00:00 PM
1503960366,4/17/2016 2:00:00 PM,252,High,4/17/2016,2:00:00 PM
1503960366,4/17/2016 3:00:00 PM,191,High,4/17/2016,3:00:00 PM
1503960366,4/17/2016 4:00:00 PM,13,High,4/17/2016,4:00:00 PM
1503960366,4/17/2016 5:00:00 PM,2613,High,4/17/2016,5:00:00 PM
1503960366,4/17/2016 6:00:00 PM,1616,High,4/17/2016,6:00:00 PM
1503960366,4/17/2016 7:00:00 PM,754,High,4/17/2016,7:00:00 PM
1503960366,4/17/2016 8:00:00 PM,2955,High,4/17/2016,8:00:00 PM
1503960366,4/17/2016 9:00:00 PM,487,High,4/17/2016,9:00:00 PM
1503960366,4/17/2016 10:00:00 PM,70,High,4/17/2016,10:00:00 PM
1503960366,4/17/2016 11:00:00 PM,0,High,4/17/2016,11:00:00 PM
1503960366,4/18/2016 12:00:00 AM,416,High,4/18/2016,12:00:00 AM
1503960366,4/18/2016 1:00:00 AM,0,High,4/18/2016,1:00:00 AM
1503960366,4/18/2016 2:00:00 AM,0,High,4/18/2016,2:00:00 AM
1503960366,4/18/2016 3:00:00 AM,0,High,4/18/2016,3:00:00 AM
1503960366,4/18/2016 4:00:00 AM,0,High,4/18/2016,4:00:00 AM
1503960366,4/18/2016 5:00:00 AM,0,High,4/18/2016,5:00:00 AM
1503960366,4/18/2016 6:00:00 AM,0,High,4/18/2016,6:00:00 AM
1503960366,4/18/2016 7:00:00 AM,0,High,4/18/2016,7:00:00 AM
1503960366,4/18/2016 8:00:00 AM,0,High,4/18/2016,8:00:00 AM
1503960366,4/18/2016 9:00:00 AM,1688,High,4/18/2016,9:00:00 AM
1503960366,4/18/2016 10:00:00 AM,380,High,4/18/2016,10:00:00 AM
1503960366,4/18/2016 11:00:00 AM,328,High,4/18/2016,11:00:00 AM
1503960366,4/18/2016 12:00:00 PM,1306,High,4/18/2016,12:00:00 PM
1503960366,4/18/2016 1:00:00 PM,268,High,4/18/2016,1:00:00 PM
1503960366,4/18/2016 2:00:00 PM,137,High,4/18/2016,2:00:00 PM
1503960366,4/18/2016 3:00:00 PM,495,High,4/18/2016,3:00:00 PM
1503960366,4/18/2016 4:00:00 PM,277,High,4/18/2016,4:00:00 PM
1503960366,4/18/2016 5:00:00 PM,304,High,4/18/2016,5:00:00 PM
1503960366,4/18/2016 6:00:00 PM,4074,High,4/18/2016,6:00:00 PM
1503960366,4/18/2016 7:00:00 PM,2101,High,4/18/2016,7:00:00 PM
1503960366,4/18/2016 8:00:00 PM,28,High,4/18/2016,8:00:00 PM
1503960366,4/18/2016 9:00:00 PM,187,High,4/18/2016,9:00:00 PM
1503960366,4/18/2016 10:00:00 PM,542,High,4/18/2016,10:00:00 PM
1503960366,4/18/2016 11:00:00 PM,488,High,4/18/2016,11:00:00 PM
1503960366,4/19/2016 12:00:00 AM,0,High,4/19/2016,12:00:00 AM
1503960366,4/19/2016 1:00:00 AM,22,High,4/19/2016,1:00:00 AM
1503960366,4/19/2016 2:00:00 AM,0,High,4/19/2016,2:00:00 AM
1503960366,4/19/2016 3:00:00 AM,9,High,4/19/2016,3:00:00 AM
1503960366,4/19/2016 4:00:00 AM,0,High,4/19/2016,4:00:00 AM
1503960366,4/19/2016 5:00:00 AM,0,High,4/19/2016,5:00:00 AM
1503960366,4/19/2016 6:00:00 AM,7,High,4/19/2016,6:00:00 AM
1503960366,4/19/2016 7:00:00 AM,316,High,4/19/2016,7:00:00 AM
1503960366,4/19/2016 8:00:00 AM,1656,High,4/19/2016,8:00:00 AM
1503960366,4/19/2016 9:00:00 AM,367,High,4/19/2016,9:00:00 AM
1503960366,4/19/2016 10:00:00 AM,203,High,4/19/2016,10:00:00 AM
1503960366,4/19/2016 11:00:00 AM,194,High,4/19/2016,11:00:00 AM
1503960366,4/19/2016 12:00:00 PM,1887,High,4/19/2016,12:00:00 PM
1503960366,4/19/2016 1:00:00 PM,2697,High,4/19/2016,1:00:00 PM
1503960366,4/19/2016 2:00:00 PM,409,High,4/19/2016,2:00:00 PM
1503960366,4/19/2016 3:00:00 PM,299,High,4/19/2016,3:00:00 PM
1503960366,4/19/2016 4:00:00 PM,297,High,4/19/2016,4:00:00 PM
1503960366,4/19/2016 5:00:00 PM,732,High,4/19/2016,5:00:00 PM
1503960366,4/19/2016 6:00:00 PM,1280,High,4/19/2016,6:00:00 PM
1503960366,4/19/2016 7:00:00 PM,397,High,4/19/2016,7:00:00 PM
1503960366,4/19/2016 8:00:00 PM,2487,High,4/19/2016,8:00:00 PM
1503960366,4/19/2016 9:00:00 PM,826,High,4/19/2016,9:00:00 PM
1503960366,4/19/2016 10:00:00 PM,52,High,4/19/2016,10:00:00 PM
1503960366,4/19/2016 11:00:00 PM,1369,High,4/19/2016,11:00:00 PM
1503960366,4/20/2016 12:00:00 AM,16,High,4/20/2016,12:00:00 AM
1503960366,4/20/2016 1:00:00 AM,36,High,4/20/2016,1:00:00 AM
1503960366,4/20/2016 2:00:00 AM,0,High,4/20/2016,2:00:00 AM
1503960366,4/20/2016 3:00:00 AM,0,High,4/20/2016,3:00:00 AM
1503960366,4/20/2016 4:00:00 AM,0,High,4/20/2016,4:00:00 AM
1503960366,4/20/2016 5:00:00 AM,0,High,4/20/2016,5:00:00 AM
1503960366,4/20/2016 6:00:00 AM,0,High,4/20/2016,6:00:00 AM
1503960366,4/20/2016 7:00:00 AM,29,High,4/20/2016,7:00:00 AM
1503960366,4/20/2016 8:00:00 AM,264,High,4/20/2016,8:00:00 AM
1503960366,4/20/2016 9:00:00 AM,1993,High,4/20/2016,9:00:00 AM
1503960366,4/20/2016 10:00:00 AM,459,High,4/20/2016,10:00:00 AM
1503960366,4/20/2016 11:00:00 AM,65,High,4/20/2016,11:00:00 AM
1503960366,4/20/2016 12:00:00 PM,185,High,4/20/2016,12:00:00 PM
1503960366,4/20/2016 1:00:00 PM,64,High,4/20/2016,1:00:00 PM
1503960366,4/20/2016 2:00:00 PM,1270,High,4/20/2016,2:00:00 PM
1503960366,4/20/2016 3:00:00 PM,797,High,4/20/2016,3:00:00 PM
1503960366,4/20/2016 4:00:00 PM,261,High,4/20/2016,4:00:00 PM
1503960366,4/20/2016 5:00:00 PM,13,High,4/20/2016,5:00:00 PM
1503960366,4/20/2016 6:00:00 PM,1308,High,4/20/2016,6:00:00 PM
1503960366,4/20/2016 7:00:00 PM,1558,High,4/20/2016,7:00:00 PM
1503960366,4/20/2016 8:00:00 PM,499,High,4/20/2016,8:00:00 PM
1503960366,4/20/2016 9:00:00 PM,395,High,4/20/2016,9:00:00 PM
1503960366,4/20/2016 10:00:00 PM,77,High,4/20/2016,10:00:00 PM
1503960366,4/20/2016 11:00:00 PM,1255,High,4/20/2016,11:00:00 PM
1503960366,4/21/2016 12:00:00 AM,17,High,4/21/2016,12:00:00 AM
1503960366,4/21/2016 1:00:00 AM,129,High,4/21/2016,1:00:00 AM
1503960366,4/21/2016 2:00:00 AM,81,High,4/21/2016,2:00:00 AM
1503960366,4/21/2016 3:00:00 AM,0,High,4/21/2016,3:00:00 AM
1503960366,4/21/2016 4:00:00 AM,0,High,4/21/2016,4:00:00 AM
1503960366,4/21/2016 5:00:00 AM,0,High,4/21/2016,5:00:00 AM
1503960366,4/21/2016 6:00:00 AM,0,High,4/21/2016,6:00:00 AM
1503960366,4/21/2016 7:00:00 AM,38,High,4/21/2016,7:00:00 AM
1503960366,4/21/2016 8:00:00 AM,245,High,4/21/2016,8:00:00 AM
1503960366,4/21/2016 9:00:00 AM,1672,High,4/21/2016,9:00:00 AM
1503960366,4/21/2016 10:00:00 AM,255,High,4/21/2016,10:00:00 AM
1503960366,4/21/2016 11:00:00 AM,0,High,4/21/2016,11:00:00 AM
1503960366,4/21/2016 12:00:00 PM,384,High,4/21/2016,12:00:00 PM
1503960366,4/21/2016 1:00:00 PM,1140,High,4/21/2016,1:00:00 PM
1503960366,4/21/2016 2:00:00 PM,12,High,4/21/2016,2:00:00 PM
1503960366,4/21/2016 3:00:00 PM,213,High,4/21/2016,3:00:00 PM
1503960366,4/21/2016 4:00:00 PM,26,High,4/21/2016,4:00:00 PM
1503960366,4/21/2016 5:00:00 PM,96,High,4/21/2016,5:00:00 PM
1503960366,4/21/2016 6:00:00 PM,213,High,4/21/2016,6:00:00 PM
1503960366,4/21/2016 7:00:00 PM,100,High,4/21/2016,7:00:00 PM
1503960366,4/21/2016 8:00:00 PM,3541,High,4/21/2016,8:00:00 PM
1503960366,4/21/2016 9:00:00 PM,970,High,4/21/2016,9:00:00 PM
1503960366,4/21/2016 10:00:00 PM,89,High,4/21/2016,10:00:00 PM
1503960366,4/21/2016 11:00:00 PM,598,High,4/21/2016,11:00:00 PM
1503960366,4/22/2016 12:00:00 AM,0,High,4/22/2016,12:00:00 AM
1503960366,4/22/2016 1:00:00 AM,0,High,4/22/2016,1:00:00 AM
1503960366,4/22/2016 2:00:00 AM,0,High,4/22/2016,2:00:00 AM
1503960366,4/22/2016 3:00:00 AM,0,High,4/22/2016,3:00:00 AM
1503960366,4/22/2016 4:00:00 AM,0,High,4/22/2016,4:00:00 AM
1503960366,4/22/2016 5:00:00 AM,0,High,4/22/2016,5:00:00 AM
1503960366,4/22/2016 6:00:00 AM,0,High,4/22/2016,6:00:00 AM
1503960366,4/22/2016 7:00:00 AM,0,High,4/22/2016,7:00:00 AM
1503960366,4/22/2016 8:00:00 AM,0,High,4/22/2016,8:00:00 AM
1503960366,4/22/2016 9:00:00 AM,192,High,4/22/2016,9:00:00 AM
1503960366,4/22/2016 10:00:00 AM,29,High,4/22/2016,10:00:00 AM
1503960366,4/22/2016 11:00:00 AM,958,High,4/22/2016,11:00:00 AM
1503960366,4/22/2016 12:00:00 PM,38,High,4/22/2016,12:00:00 PM
1503960366,4/22/2016 1:00:00 PM,118,High,4/22/2016,1:00:00 PM
1503960366,4/22/2016 2:00:00 PM,0,High,4/22/2016,2:00:00 PM
1503960366,4/22/2016 3:00:00 PM,180,High,4/22/2016,3:00:00 PM
1503960366,4/22/2016 4:00:00 PM,22,High,4/22/2016,4:00:00 PM
1503960366,4/22/2016 5:00:00 PM,1041,High,4/22/2016,5:00:00 PM
1503960366,4/22/2016 6:00:00 PM,514,High,4/22/2016,6:00:00 PM
1503960366,4/22/2016 7:00:00 PM,629,High,4/22/2016,7:00:00 PM
1503960366,4/22/2016 8:00:00 PM,329,High,4/22/2016,8:00:00 PM
1503960366,4/22/2016 9:00:00 PM,5934,High,4/22/2016,9:00:00 PM
1503960366,4/22/2016 10:00:00 PM,855,High,4/22/2016,10:00:00 PM
1503960366,4/22/2016 11:00:00 PM,1925,High,4/22/2016,11:00:00 PM
1503960366,4/23/2016 12:00:00 AM,182,High,4/23/2016,12:00:00 AM
1503960366,4/23/2016 1:00:00 AM,0,High,4/23/2016,1:00:00 AM
1503960366,4/23/2016 2:00:00 AM,11,High,4/23/2016,2:00:00 AM
1503960366,4/23/2016 3:00:00 AM,0,High,4/23/2016,3:00:00 AM
1503960366,4/23/2016 4:00:00 AM,0,High,4/23/2016,4:00:00 AM
1503960366,4/23/2016 5:00:00 AM,0,High,4/23/2016,5:00:00 AM
1503960366,4/23/2016 6:00:00 AM,12,High,4/23/2016,6:00:00 AM
1503960366,4/23/2016 7:00:00 AM,0,High,4/23/2016,7:00:00 AM
1503960366,4/23/2016 8:00:00 AM,127,High,4/23/2016,8:00:00 AM
1503960366,4/23/2016 9:00:00 AM,285,High,4/23/2016,9:00:00 AM
1503960366,4/23/2016 10:00:00 AM,49,High,4/23/2016,10:00:00 AM
1503960366,4/23/2016 11:00:00 AM,703,High,4/23/2016,11:00:00 AM
1503960366,4/23/2016 12:00:00 PM,1597,High,4/23/2016,12:00:00 PM
1503960366,4/23/2016 1:00:00 PM,1453,High,4/23/2016,1:00:00 PM
1503960366,4/23/2016 2:00:00 PM,202,High,4/23/2016,2:00:00 PM
1503960366,4/23/2016 3:00:00 PM,158,High,4/23/2016,3:00:00 PM
1503960366,4/23/2016 4:00:00 PM,2008,High,4/23/2016,4:00:00 PM
1503960366,4/23/2016 5:00:00 PM,1472,High,4/23/2016,5:00:00 PM
1503960366,4/23/2016 6:00:00 PM,2569,High,4/23/2016,6:00:00 PM
1503960366,4/23/2016 7:00:00 PM,29,High,4/23/2016,7:00:00 PM
1503960366,4/23/2016 8:00:00 PM,142,High,4/23/2016,8:00:00 PM
1503960366,4/23/2016 9:00:00 PM,2432,High,4/23/2016,9:00:00 PM
1503960366,4/23/2016 10:00:00 PM,709,High,4/23/2016,10:00:00 PM
1503960366,4/23/2016 11:00:00 PM,231,High,4/23/2016,11:00:00 PM
1503960366,4/24/2016 12:00:00 AM,141,High,4/24/2016,12:00:00 AM
1503960366,4/24/2016 1:00:00 AM,42,High,4/24/2016,1:00:00 AM
1503960366,4/24/2016 2:00:00 AM,0,High,4/24/2016,2:00:00 AM
1503960366,4/24/2016 3:00:00 AM,0,High,4/24/2016,3:00:00 AM
1503960366,4/24/2016 4:00:00 AM,8,High,4/24/2016,4:00:00 AM
1503960366,4/24/2016 5:00:00 AM,0,High,4/24/2016,5:00:00 AM
1503960366,4/24/2016 6:00:00 AM,7,High,4/24/2016,6:00:00 AM
1503960366,4/24/2016 7:00:00 AM,0,High,4/24/2016,7:00:00 AM
1503960366,4/24/2016 8:00:00 AM,8,High,4/24/2016,8:00:00 AM
1503960366,4/24/2016 9:00:00 AM,76,High,4/24/2016,9:00:00 AM
1503960366,4/24/2016 10:00:00 AM,492,High,4/24/2016,10:00:00 AM
1503960366,4/24/2016 11:00:00 AM,149,High,4/24/2016,11:00:00 AM
1503960366,4/24/2016 12:00:00 PM,548,High,4/24/2016,12:00:00 PM
1503960366,4/24/2016 1:00:00 PM,394,High,4/24/2016,1:00:00 PM
1503960366,4/24/2016 2:00:00 PM,26,High,4/24/2016,2:00:00 PM
1503960366,4/24/2016 3:00:00 PM,27,High,4/24/2016,3:00:00 PM
1503960366,4/24/2016 4:00:00 PM,885,High,4/24/2016,4:00:00 PM
1503960366,4/24/2016 5:00:00 PM,411,High,4/24/2016,5:00:00 PM
1503960366,4/24/2016 6:00:00 PM,911,High,4/24/2016,6:00:00 PM
1503960366,4/24/2016 7:00:00 PM,4871,High,4/24/2016,7:00:00 PM
1503960366,4/24/2016 8:00:00 PM,342,High,4/24/2016,8:00:00 PM
1503960366,4/24/2016 9:00:00 PM,244,High,4/24/2016,9:00:00 PM
1503960366,4/24/2016 10:00:00 PM,66,High,4/24/2016,10:00:00 PM
1503960366,4/24/2016 11:00:00 PM,391,High,4/24/2016,11:00:00 PM
1503960366,4/25/2016 12:00:00 AM,95,High,4/25/2016,12:00:00 AM
1503960366,4/25/2016 1:00:00 AM,22,High,4/25/2016,1:00:00 AM
1503960366,4/25/2016 2:00:00 AM,97,High,4/25/2016,2:00:00 AM
1503960366,4/25/2016 3:00:00 AM,0,High,4/25/2016,3:00:00 AM
1503960366,4/25/2016 4:00:00 AM,25,High,4/25/2016,4:00:00 AM
1503960366,4/25/2016 5:00:00 AM,4,High,4/25/2016,5:00:00 AM
1503960366,4/25/2016 6:00:00 AM,0,High,4/25/2016,6:00:00 AM
1503960366,4/25/2016 7:00:00 AM,44,High,4/25/2016,7:00:00 AM
1503960366,4/25/2016 8:00:00 AM,426,High,4/25/2016,8:00:00 AM
1503960366,4/25/2016 9:00:00 AM,2041,High,4/25/2016,9:00:00 AM
1503960366,4/25/2016 10:00:00 AM,258,High,4/25/2016,10:00:00 AM
1503960366,4/25/2016 11:00:00 AM,1468,High,4/25/2016,11:00:00 AM
1503960366,4/25/2016 12:00:00 PM,707,High,4/25/2016,12:00:00 PM
1503960366,4/25/2016 1:00:00 PM,299,High,4/25/2016,1:00:00 PM
1503960366,4/25/2016 2:00:00 PM,94,High,4/25/2016,2:00:00 PM
1503960366,4/25/2016 3:00:00 PM,359,High,4/25/2016,3:00:00 PM
1503960366,4/25/2016 4:00:00 PM,263,High,4/25/2016,4:00:00 PM
1503960366,4/25/2016 5:00:00 PM,188,High,4/25/2016,5:00:00 PM
1503960366,4/25/2016 6:00:00 PM,116,High,4/25/2016,6:00:00 PM
1503960366,4/25/2016 7:00:00 PM,2815,High,4/25/2016,7:00:00 PM
1503960366,4/25/2016 8:00:00 PM,895,High,4/25/2016,8:00:00 PM
1503960366,4/25/2016 9:00:00 PM,4895,High,4/25/2016,9:00:00 PM
1503960366,4/25/2016 10:00:00 PM,188,High,4/25/2016,10:00:00 PM
1503960366,4/25/2016 11:00:00 PM,56,High,4/25/2016,11:00:00 PM
1503960366,4/26/2016 12:00:00 AM,101,High,4/26/2016,12:00:00 AM
1503960366,4/26/2016 1:00:00 AM,178,High,4/26/2016,1:00:00 AM
